"country","day","term","rank","repetitions"
"2982","New Zealand","2024-06-22","Donald Sutherland",2,51
"2983","New Zealand","2024-06-22","Interislander",3,51
"2984","New Zealand","2024-06-22","Copa America",4,51
"2985","New Zealand","2024-06-22","India vs Afghanistan",5,51
"2986","New Zealand","2024-06-23","All Blacks",2,51
"2987","New Zealand","2024-06-23","Warriors vs Titans",3,51
"2988","New Zealand","2024-06-23","United States vs West Indies",4,51
"2989","New Zealand","2024-06-23","Trigger Warning",5,51
"2990","New Zealand","2024-06-24","UFC",1,68
"2991","New Zealand","2024-06-24","All Blacks team naming",2,68
"2992","New Zealand","2024-06-24","All Blacks squad 2024",3,68
"2993","New Zealand","2024-06-24","Afghanistan vs Australia",4,68
"2994","New Zealand","2024-06-24","India vs Bangladesh",5,68
"2995","New Zealand","2024-06-25","All Blacks",1,68
"2996","New Zealand","2024-06-25","F1",2,68
"2997","New Zealand","2024-06-25","Pasilio Tosi",3,68
"2998","New Zealand","2024-06-25","West Indies vs South Africa",4,68
"2999","New Zealand","2024-06-25","Golriz Ghahraman",5,68
"3000","New Zealand","2024-06-26","Afghanistan vs Bangladesh",1,68
"3001","New Zealand","2024-06-26","Tamayo Perry",2,68
"3002","New Zealand","2024-06-26","India vs Australia",3,68
"3003","New Zealand","2024-06-26","Wairoa",4,68
"3004","New Zealand","2024-06-26","Julian Assange",5,68
"3005","New Zealand","2024-06-27","State of Origin",1,68
"3006","New Zealand","2024-06-27","NBA Draft",2,68
"3007","New Zealand","2024-06-27","India vs England",3,68
"3008","New Zealand","2024-06-27","England vs Slovenia",4,68
"3009","New Zealand","2024-06-27","Crazy Town",5,68
"3010","New Zealand","2024-06-28","India vs England",1,68
"3011","New Zealand","2024-06-28","LeBron James",2,68
"3012","New Zealand","2024-06-28","Afghanistan vs South Africa",3,68
"3013","New Zealand","2024-06-28","Georgia vs Portugal",4,68
"3014","New Zealand","2024-06-28","Golriz Ghahraman",5,68
"3015","Nigeria","2024-06-03","Strike update",1,37
"3016","Nigeria","2024-06-03","NLC strike update",2,37
"3017","Nigeria","2024-06-03","Inter Miami vs St. Louis",3,37
"3018","Nigeria","2024-06-03","Mbappe",4,37
"3019","Nigeria","2024-06-03","Wilder vs Zhang",5,37
"3020","Nigeria","2024-06-04","England vs Bosnia and Herzegovina",1,37
"3021","Nigeria","2024-06-04","Heritage Bank",2,37
"3022","Nigeria","2024-06-04","Today news",3,37
"3023","Nigeria","2024-06-04","England",4,37
"3024","Nigeria","2024-06-04","Tems",5,37
"3025","Nigeria","2024-06-05","Police Service Commission",1,37
"3026","Nigeria","2024-06-05","OpenAI",2,37
"3027","Nigeria","2024-06-05","Apple iPhone 16 Pro Max",3,37
"3028","Nigeria","2024-06-05","Germany",4,37
"3029","Nigeria","2024-06-05","Bharatiya Janata Party",5,37
"3030","Nigeria","2024-06-06","Nigeria vs South Africa",1,37
"3031","Nigeria","2024-06-06","Binance",2,37
"3032","Nigeria","2024-06-06","Portugal",3,37
"3033","Nigeria","2024-06-06","France",4,37
"3034","Nigeria","2024-06-06","Tosin Adarabioyo",5,37
"3035","Nigeria","2024-06-07","World Cup Qualifiers",1,37
"3036","Nigeria","2024-06-07","England squad for Euro 2024",2,37
"3037","Nigeria","2024-06-07","Minimum wage news",3,37
"3038","Nigeria","2024-06-07","Heritage Bank news",4,37
"3039","Nigeria","2024-06-07","Nvidia",5,37
"3040","Nigeria","2024-06-08","Nigeria vs South Africa",1,37
"3041","Nigeria","2024-06-08","England vs Iceland",2,37
"3042","Nigeria","2024-06-08","Nigeria",3,37
"3043","Nigeria","2024-06-08","Tosin Adarabioyo",4,37
"3044","Nigeria","2024-06-08","Ethereum",5,37
"3045","Nigeria","2024-06-09","NYSC",1,37
"3046","Nigeria","2024-06-09","Portugal",2,37
"3047","Nigeria","2024-06-09","Belgium",3,37
"3048","Nigeria","2024-06-09","Spain",4,37
"3049","Nigeria","2024-06-09","Nigeria vs South Africa",5,37
"3050","Nigeria","2024-06-10","Benin vs Nigeria",1,74
"3051","Nigeria","2024-06-10","Mexico vs Brazil",2,74
"3052","Nigeria","2024-06-10","Hanks Anuku",3,74
"3053","Nigeria","2024-06-10","Rangers vs Enyimba",4,74
"3054","Nigeria","2024-06-10","Carlos Alcaraz",5,74
"3055","Nigeria","2024-06-11","Nigeria",1,74
"3056","Nigeria","2024-06-11","Suresh Gopi",2,74
"3057","Nigeria","2024-06-11","Argentina",3,74
"3058","Nigeria","2024-06-11","Italy",4,74
"3059","Nigeria","2024-06-11","Poland",5,74
"3060","Nigeria","2024-06-12","Tolaram Group",1,74
"3061","Nigeria","2024-06-12","Malawi",2,74
"3062","Nigeria","2024-06-12","Jhon Duran",3,74
"3063","Nigeria","2024-06-12","iOS 18",4,74
"3064","Nigeria","2024-06-12","CBN",5,74
"3065","Nigeria","2024-06-13","Tolaram Group",1,74
"3066","Nigeria","2024-06-13","Malawi",2,74
"3067","Nigeria","2024-06-13","Jhon Duran",3,74
"3068","Nigeria","2024-06-13","iOS 18",4,74
"3069","Nigeria","2024-06-13","CBN",5,74
"3070","Nigeria","2024-06-14","Tinubu",1,74
"3071","Nigeria","2024-06-14","Bridgerton Season 3",2,74
"3072","Nigeria","2024-06-14","The Boys",3,74
"3073","Nigeria","2024-06-14","Portable",4,74
"3074","Nigeria","2024-06-14","Mavericks vs Celtics",5,74
"3075","Nigeria","2024-06-15","Germany vs Scotland",1,74
"3076","Nigeria","2024-06-15","Cholera",2,74
"3077","Nigeria","2024-06-15","Finidi George",3,74
"3078","Nigeria","2024-06-15","UEFA Euro",4,74
"3079","Nigeria","2024-06-15","Euro",5,74
"3080","Nigeria","2024-06-16","Serbia vs England",1,74
"3081","Nigeria","2024-06-16","Happy Father's Day 2024 wishes",2,74
"3082","Nigeria","2024-06-16","Spain vs Croatia",3,74
"3083","Nigeria","2024-06-16","Father's Day message",4,74
"3084","Nigeria","2024-06-16","Italy vs Albania",5,74
"3085","Nigeria","2024-06-17","Stella Ikwuegbu",2,111
"3086","Nigeria","2024-06-17","House of the Dragon' Season 2",3,111
"3087","Nigeria","2024-06-17","Slovenia vs Denmark",4,111
"3088","Nigeria","2024-06-17","Eid-el-Kabir",5,111
"3089","Nigeria","2024-06-18","Austria vs France",1,111
"3090","Nigeria","2024-06-18","Belgium vs Slovakia",2,111
"3091","Nigeria","2024-06-18","Romania vs Ukraine",3,111
"3092","Nigeria","2024-06-18","France",4,111
"3093","Nigeria","2024-06-18","Mbappe",5,111
"3094","Nigeria","2024-06-19","Portugal vs Czech Republic",1,111
"3095","Nigeria","2024-06-19","Turkey vs Georgia",2,111
"3096","Nigeria","2024-06-19","Premier League fixtures",3,111
"3097","Nigeria","2024-06-19","Farooq Oreagba",4,111
"3098","Nigeria","2024-06-19","Ojude Oba 2024",5,111
"3099","Nigeria","2024-06-20","Germany vs Hungary",1,111
"3100","Nigeria","2024-06-20","Croatia vs Albania",2,111
"3101","Nigeria","2024-06-20","Scotland vs Switzerland",3,111
"3102","Nigeria","2024-06-20","Juneteenth",4,111
"3103","Nigeria","2024-06-20","Joshua Zirkzee",5,111
"3104","Nigeria","2024-06-21","Denmark vs England",1,111
"3105","Nigeria","2024-06-21","Argentina vs Canada",2,111
"3106","Nigeria","2024-06-21","Spain vs Italy",3,111
"3107","Nigeria","2024-06-21","Slovenia vs Serbia",4,111
"3108","Nigeria","2024-06-21","Donald Sutherland",5,111
"3109","Nigeria","2024-06-22","Netherlands vs France",1,111
"3110","Nigeria","2024-06-22","Poland vs Austria",2,111
"3111","Nigeria","2024-06-22","Slovakia vs Ukraine",3,111
"3112","Nigeria","2024-06-22","Angel Unigwe",4,111
"3113","Nigeria","2024-06-22","Benin Boys Shallipopi",5,111
"3114","Nigeria","2024-06-23","Türkiye vs Portugal",1,111
"3115","Nigeria","2024-06-23","Belgium vs Romania",2,111
"3116","Nigeria","2024-06-23","Georgia vs Czechia",3,111
"3117","Nigeria","2024-06-23","Ecuador vs Venezuela",4,111
"3118","Nigeria","2024-06-23","Jonathan David",5,111
"3119","Nigeria","2024-06-24","Switzerland vs Germany",1,148
"3120","Nigeria","2024-06-24","Scotland vs Hungary",2,148
"3121","Nigeria","2024-06-24","Christ Embassy on fire",3,148
"3122","Nigeria","2024-06-24","Davido",4,148
"3123","Nigeria","2024-06-24","Foolio",5,148
"3124","Nigeria","2024-06-25","Croatia vs Italy",2,148
"3125","Nigeria","2024-06-25","Albania vs Spain",3,148
"3126","Nigeria","2024-06-25","Davido",4,148
"3127","Nigeria","2024-06-25","Brazil vs Costa Rica",5,148
"3128","Nigeria","2024-06-26","England vs Slovenia",1,148
"3129","Nigeria","2024-06-26","France vs Poland",2,148
"3130","Nigeria","2024-06-26","Netherlands vs Austria",3,148
"3131","Nigeria","2024-06-26","Denmark vs Serbia",4,148
"3132","Nigeria","2024-06-26","NYSC",5,148
"3133","Nigeria","2024-06-27","Georgia vs Portugal",1,148
"3134","Nigeria","2024-06-27","Chile vs Argentina",2,148
"3135","Nigeria","2024-06-27","Ukraine vs Belgium",3,148
"3136","Nigeria","2024-06-27","Slovakia vs Romania",4,148
"3137","Nigeria","2024-06-27","Dangote Refinery",5,148
"3138","Nigeria","2024-06-28","Ugo Nwoke",1,148
"3139","Nigeria","2024-06-28","Konga",2,148
"3140","Nigeria","2024-06-28","Dewsbury-Hall",3,148
"3141","Nigeria","2024-06-28","Panama vs USA",4,148
"3142","Nigeria","2024-06-28","Bill Cobbs",5,148
"3143","Norway","2024-06-03","Unio",1,19
"3144","Norway","2024-06-03","Casper Ruud",2,19
"3145","Norway","2024-06-03","Dortmund",3,19
"3146","Norway","2024-06-03","Taylor Fritz",4,19
"3147","Norway","2024-06-03","Bodø/Glimt",5,19
"3148","Norway","2024-06-04","Dag Erik Pedersen",1,19
"3149","Norway","2024-06-04","Preikestolen",2,19
"3150","Norway","2024-06-04","Diamond League",3,19
"3151","Norway","2024-06-04","Pride",4,19
"3152","Norway","2024-06-04","Bruce Willis",5,19
"3153","Norway","2024-06-05","ChatGPT",1,19
"3154","Norway","2024-06-05","Norge-Kosovo",2,19
"3155","Norway","2024-06-05","Casper Ruud",3,19
"3156","Norway","2024-06-05","Rod Stewart",4,19
"3157","Norway","2024-06-05","Djokovic",5,19
"3158","Norway","2024-06-06","C. Gambino",1,19
"3159","Norway","2024-06-06","Norge mot Kosovo",2,19
"3160","Norway","2024-06-06","Foma-festival",3,19
"3161","Norway","2024-06-06","Tvungen lønnsnemnd",4,19
"3162","Norway","2024-06-06","Forræder",5,19
"3163","Norway","2024-06-07","Ricin",1,19
"3164","Norway","2024-06-07","Michael Mosley",2,19
"3165","Norway","2024-06-07","Zverev",3,19
"3166","Norway","2024-06-07","Lyn",4,19
"3167","Norway","2024-06-07","Alexander Zverev",5,19
"3168","Norway","2024-06-08","Casper Ruud",1,19
"3169","Norway","2024-06-08","Norge Danmark",2,19
"3170","Norway","2024-06-08","Karoline Bjerkeli Grøvdal",3,19
"3171","Norway","2024-06-08","Karoline Grøvdal",4,19
"3172","Norway","2024-06-08","Friidrett EM 2024",5,19
"3173","Norway","2024-06-09","Jakob Ingebrigtsen",1,19
"3174","Norway","2024-06-09","Gro Harlem Brundtland",2,19
"3175","Norway","2024-06-09","Willie Nelson",3,19
"3176","Norway","2024-06-09","Henrik Ingebrigtsen",4,19
"3177","Norway","2024-06-09","Danmark-Norge",5,19
"3178","Norway","2024-06-10","Michael Mosley",1,38
"3179","Norway","2024-06-10","Amalie Iuel",2,38
"3180","Norway","2024-06-10","Karoline Bjerkeli Grøvdal",3,38
"3181","Norway","2024-06-10","Journey",4,38
"3182","Norway","2024-06-10","Alan Hansen",5,38
"3183","Norway","2024-06-11","DFDS",1,38
"3184","Norway","2024-06-11","Billie Eilish",2,38
"3185","Norway","2024-06-11","Euro",3,38
"3186","Norway","2024-06-11","Malawi",4,38
"3187","Norway","2024-06-11","Streik flyplass",5,38
"3188","Norway","2024-06-12","Karsten Warholm",1,38
"3189","Norway","2024-06-12","Apple",2,38
"3190","Norway","2024-06-12","EasyJet",3,38
"3191","Norway","2024-06-12","Marie-Therese Obst",4,38
"3192","Norway","2024-06-12","Hunter Biden",5,38
"3193","Norway","2024-06-13","Karsten Warholm",1,38
"3194","Norway","2024-06-13","Apple",2,38
"3195","Norway","2024-06-13","EasyJet",3,38
"3196","Norway","2024-06-13","Marie-Therese Obst",4,38
"3197","Norway","2024-06-13","Hunter Biden",5,38
"3198","Norway","2024-06-14","Jakob Ingebrigtsen",1,38
"3199","Norway","2024-06-14","USOpenGolf",2,38
"3200","Norway","2024-06-14","Bridgerton",3,38
"3201","Norway","2024-06-14","Tv2.no",4,38
"3202","Norway","2024-06-14","Elon Musk",5,38
"3203","Norway","2024-06-15","EM",1,38
"3204","Norway","2024-06-15","Fotball-EM 2024",2,38
"3205","Norway","2024-06-15","Åge Aleksandersen",3,38
"3206","Norway","2024-06-15","Nagelsmann",4,38
"3207","Norway","2024-06-15","Ronaldo",5,38
"3208","Norway","2024-06-16","Albania",1,38
"3209","Norway","2024-06-16","Mia Rusthen",2,38
"3210","Norway","2024-06-16","Kevin Campbell",3,38
"3211","Norway","2024-06-16","Matija Sarkic",4,38
"3212","Norway","2024-06-16","NBA",5,38
"3213","Norway","2024-06-17","Bellingham",1,57
"3214","Norway","2024-06-17","Slovakia",2,57
"3215","Norway","2024-06-17","Harry Kane",3,57
"3216","Norway","2024-06-17","Serbia",4,57
"3217","Norway","2024-06-17","Maria Arredondo",5,57
"3218","Norway","2024-06-18","Mbappe",1,57
"3219","Norway","2024-06-18","Dag Erik Pedersen",2,57
"3220","Norway","2024-06-18","DT",3,57
"3221","Norway","2024-06-18","Romania Ukraina",4,57
"3222","Norway","2024-06-18","Ukraina",5,57
"3223","Norway","2024-06-19","Ronaldo",1,57
"3224","Norway","2024-06-19","P-e-p-e",2,57
"3225","Norway","2024-06-19","Justin Timberlake",3,57
"3226","Norway","2024-06-19","Noam Chomsky",4,57
"3227","Norway","2024-06-19","Jens Stoltenberg",5,57
"3228","Norway","2024-06-20","Albania",1,57
"3229","Norway","2024-06-20","Arnfinn Nesset",2,57
"3230","Norway","2024-06-20","Sveits",3,57
"3231","Norway","2024-06-20","Circle K",4,57
"3232","Norway","2024-06-20","Tyskland Ungarn",5,57
"3233","Norway","2024-06-21","Donald Sutherland",1,57
"3234","Norway","2024-06-21","Idyllfestivalen",2,57
"3235","Norway","2024-06-21","Trollstigen",3,57
"3236","Norway","2024-06-21","Serbia",4,57
"3237","Norway","2024-06-21","Hjulmand",5,57
"3238","Norway","2024-06-22","Ewan McGregor",1,57
"3239","Norway","2024-06-22","Copa America",2,57
"3240","Norway","2024-06-22","F1",3,57
"3241","Norway","2024-06-22","OZEMPIC",4,57
"3242","Norway","2024-06-22","Nederland",5,57
"3243","Norway","2024-06-23","Jahn Teigen",1,57
"3244","Norway","2024-06-23","Bykle",2,57
"3245","Norway","2024-06-23","Ronaldo",3,57
"3246","Norway","2024-06-23","Lukaku",4,57
"3247","Norway","2024-06-23","Georgia",5,57
"3248","Norway","2024-06-24","Dagestan",1,76
"3249","Norway","2024-06-24","St. Hans",2,76
"3250","Norway","2024-06-24","Varga",3,76
"3251","Norway","2024-06-24","Tyskland Sveits",4,76
"3252","Norway","2024-06-24","Vålerenga",5,76
"3253","Norway","2024-06-25","Albania",1,76
"3254","Norway","2024-06-25","Luka Modric",2,76
"3255","Norway","2024-06-25","Lærdal",3,76
"3256","Norway","2024-06-25","Thomas Brodie-Sangster",4,76
"3257","Norway","2024-06-25","Calafiori",5,76
"3258","Norway","2024-06-26","Julian Assange",1,76
"3259","Norway","2024-06-26","Slovenia",2,76
"3260","Norway","2024-06-26","Danmark Serbia",3,76
"3261","Norway","2024-06-26","Jakob Ingebrigtsen",4,76
"3262","Norway","2024-06-26","Slovakia",5,76
"3263","Norway","2024-06-27","Georgia",1,76
"3264","Norway","2024-06-27","Stig Rune Kveen",2,76
"3265","Norway","2024-06-27","Lubna Jaffery",3,76
"3266","Norway","2024-06-27","Bryan Adams",4,76
"3267","Norway","2024-06-27","Bolivia",5,76
"3268","Norway","2024-06-28","Joe Biden",1,76
"3269","Norway","2024-06-28","Lyn",2,76
"3270","Norway","2024-06-28","Tool",3,76
"3271","Norway","2024-06-28","Mr Bungle",4,76
"3272","Norway","2024-06-28","Cristiano Ronaldo",5,76
"3273","Philippines","2024-06-03","South China Sea Philippines",1,17
"3274","Philippines","2024-06-03","Deontay Wilder",2,17
"3275","Philippines","2024-06-03","Meralco",3,17
"3276","Philippines","2024-06-03","Knives Out 3 cast",4,17
"3277","Philippines","2024-06-03","Star Magic All-Star Games 2024",5,17
"3278","Philippines","2024-06-04","Kanlaon Volcano",1,17
"3279","Philippines","2024-06-04","Volodymyr Zelensky",2,17
"3280","Philippines","2024-06-04","Eid Al Adha 2024",3,17
"3281","Philippines","2024-06-04","June 8",4,17
"3282","Philippines","2024-06-04","June holidays 2024",5,17
"3283","Philippines","2024-06-05","Krishnah Gravidez Miss Charm",1,17
"3284","Philippines","2024-06-05","Benjamin Netanyahu",2,17
"3285","Philippines","2024-06-05","Levi Wright",3,17
"3286","Philippines","2024-06-05","Janisa Johnson",4,17
"3287","Philippines","2024-06-05","Venom: The Last Dance",5,17
"3288","Philippines","2024-06-06","AI",1,17
"3289","Philippines","2024-06-06","San Miguel vs Meralco",2,17
"3290","Philippines","2024-06-06","Lahar",3,17
"3291","Philippines","2024-06-06","Sulfur dioxide",4,17
"3292","Philippines","2024-06-06","Under Paris",5,17
"3293","Philippines","2024-06-07","Dallas vs Boston",1,17
"3294","Philippines","2024-06-07","H5N2 avian influenza",2,17
"3295","Philippines","2024-06-07","Meralco vs San Miguel",3,17
"3296","Philippines","2024-06-07","Vladimir Putin",4,17
"3297","Philippines","2024-06-07","Kengan Ashura",5,17
"3298","Philippines","2024-06-08","Best Friend Day",1,17
"3299","Philippines","2024-06-08","Hierarchy K-drama",2,17
"3300","Philippines","2024-06-08","Kristaps Porziņģis",3,17
"3301","Philippines","2024-06-08","Pup",4,17
"3302","Philippines","2024-06-08","Barry Keoghan",5,17
"3303","Philippines","2024-06-09","When is Father's Day 2024",1,17
"3304","Philippines","2024-06-09","Mavs vs Celtics Game 2",2,17
"3305","Philippines","2024-06-09","Boston vs Dallas Game 2",3,17
"3306","Philippines","2024-06-09","Friends",4,17
"3307","Philippines","2024-06-09","Dallas vs Boston Game 2",5,17
"3308","Philippines","2024-06-10","Charlie Dizon",1,34
"3309","Philippines","2024-06-10","Celtics vs Mavericks",2,34
"3310","Philippines","2024-06-10","NBA score",3,34
"3311","Philippines","2024-06-10","Bagong Pilipinas hymn",4,34
"3312","Philippines","2024-06-10","PBA",5,34
"3313","Philippines","2024-06-11","Independence Day",1,34
"3314","Philippines","2024-06-11","June 12 holiday",2,34
"3315","Philippines","2024-06-11","Apollo Quiboloy",3,34
"3316","Philippines","2024-06-11","Sports",4,34
"3317","Philippines","2024-06-11","Kyrie Irving",5,34
"3318","Philippines","2024-06-12","iOS 18",1,34
"3319","Philippines","2024-06-12","Boston vs Dallas Game 3",2,34
"3320","Philippines","2024-06-12","When is Father's Day in 2024",3,34
"3321","Philippines","2024-06-12","Jordan Bardella",4,34
"3322","Philippines","2024-06-12","Dallas vs Boston Game 3",5,34
"3323","Philippines","2024-06-13","Mavs vs Celtics Game 3",1,34
"3324","Philippines","2024-06-13","Lotto result June 11, 2024 philippines today",2,34
"3325","Philippines","2024-06-13","iOS 18",3,34
"3326","Philippines","2024-06-13","Boston vs Dallas Game 3",4,34
"3327","Philippines","2024-06-13","When is Father's Day in 2024",5,34
"3328","Philippines","2024-06-14","NBA",1,34
"3329","Philippines","2024-06-14","Jerry West",2,34
"3330","Philippines","2024-06-14","Inside Out 2 full movie",3,34
"3331","Philippines","2024-06-14","Bridgerton Season 3 Part 2",4,34
"3332","Philippines","2024-06-14","NBA games",5,34
"3333","Philippines","2024-06-15","Happy Father's Day",2,34
"3334","Philippines","2024-06-15","Father's Day message",3,34
"3335","Philippines","2024-06-15","When is Father's Day 2024",4,34
"3336","Philippines","2024-06-15","Happy Father's Day 2024",5,34
"3337","Philippines","2024-06-16","Father's Day",2,34
"3338","Philippines","2024-06-16","Lotto Result June 15, 2024",4,34
"3339","Philippines","2024-06-16","Dallas vs Boston Game 5",5,34
"3340","Philippines","2024-06-17","Happy Father's Day",1,51
"3341","Philippines","2024-06-17","Happy Father's Day 2024",2,51
"3342","Philippines","2024-06-17","Meralco vs San Miguel",3,51
"3343","Philippines","2024-06-17","Boston vs Dallas Game 5",4,51
"3344","Philippines","2024-06-17","Frank Martin",5,51
"3345","Philippines","2024-06-18","Dallas vs Boston",1,51
"3346","Philippines","2024-06-18","House of the Dragon",2,51
